Team,Time,Type,Puzzle,Submission,Response
wilson,2020-02-02 10:54:16,unlock,imperial-geography,,
wilson,2020-02-02 10:54:17,unlock,number-hunting,,
wilson,2020-02-02 10:54:17,unlock,recommendations,,
friendship,2020-02-02 10:56:22,submission,applejacks-game,LONGBRANCHSALOON,Correct!
friendship,2020-02-02 10:56:22,solve,applejacks-game,,
onetrickpony,2020-02-02 10:56:25,submission,recommendations,DISCORD,Wrong Answer.
onetrickpony,2020-02-02 10:56:31,submission,a-to-zecora,DISCORD,Wrong Answer.
wilson,2020-02-02 10:56:59,submission,art-of-the-dress,MOUNTEVEREST,Wrong Answer.
moreaboutvikings,2020-02-02 10:57:01,submission,number-hunting,TRIHEADDUSTDRAGON,Wrong Answer.
onetrickpony,2020-02-02 10:57:17,submission,a-to-zecora,ATTRACTION,Correct!
onetrickpony,2020-02-02 10:57:17,solve,a-to-zecora,,
joyousvida,2020-02-02 10:57:44,submission,recommendations,SINGALONG,Wrong Answer.
lexingtons,2020-02-02 10:57:54,submission,not-quite-a-polka,ACIDIFICATION,Wrong Answer.
onetrickpony,2020-02-02 10:58:07,submission,recommendations,SONIC,Correct!
onetrickpony,2020-02-02 10:58:07,solve,recommendations,,
nope,2020-02-02 10:58:26,submission,art-of-the-dress,GREENBOOTS,Correct!
nope,2020-02-02 10:58:26,solve,art-of-the-dress,,
onetrickpony,2020-02-02 10:58:46,submission,seasoned-traveler,THERETURNOFNIGHTMAREMOON,Correct!
onetrickpony,2020-02-02 10:58:46,solve,seasoned-traveler,,
onetrickpony,2020-02-02 10:58:46,unlock,endgame,,
moreaboutvikings,2020-02-02 10:59:50,submission,number-hunting,PERFECT,Correct!
moreaboutvikings,2020-02-02 10:59:50,solve,number-hunting,,
TheMagpie,2020-02-02 11:00:07,submission,equestrian-tour,TARDIS,Correct!
TheMagpie,2020-02-02 11:00:07,solve,equestrian-tour,,
TheMagpie,2020-02-02 11:00:07,unlock,cross-eyed,,
TheMagpie,2020-02-02 11:00:07,unlock,imperial-geography,,
TheMagpie,2020-02-02 11:00:07,unlock,number-hunting,,
TheMagpie,2020-02-02 11:00:07,unlock,recommendations,,
codiak,2020-02-02 11:00:09,submission,the-key-is-going-slow-and-steady,TANK,Wrong Answer.
Sparklebutt,2020-02-02 11:01:18,submission,cross-eyed,INSPIRATION,Correct!
Sparklebutt,2020-02-02 11:01:18,solve,cross-eyed,,
friendship,2020-02-02 11:01:27,submission,the-key-is-going-slow-and-steady,GUARDIANANGELCATHEDRAL,Wrong Answer.
chicken,2020-02-02 11:01:30,submission,endgame,BRINGBACKELEMENTSBYPULLINGATIMEHEIST,Correct! Refresh the page to get a new link.
chicken,2020-02-02 11:01:30,solve,endgame,,
chicken,2020-02-02 11:01:30,unlock,elements-war,,
tfti,2020-02-02 11:01:35,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
lexingtons,2020-02-02 11:01:55,submission,not-quite-a-polka,MAIDOFTHEMIST,Correct!
lexingtons,2020-02-02 11:01:55,solve,not-quite-a-polka,,
joyousvida,2020-02-02 11:04:03,submission,recommendations,PONY411,Wrong Answer.
kfcfriends,2020-02-02 11:04:56,submission,number-hunting,YUGIOH,Wrong Answer.
fwiendship,2020-02-02 11:04:56,unlock,art-of-the-dress,,
fwiendship,2020-02-02 11:04:56,unlock,not-quite-a-polka,,
fwiendship,2020-02-02 11:04:56,unlock,applejacks-game,,
fwiendship,2020-02-02 11:04:56,unlock,its-a-long-story,,
fwiendship,2020-02-02 11:04:56,unlock,the-key-is-going-slow-and-steady,,
fwiendship,2020-02-02 11:04:56,unlock,flying-high,,
singles,2020-02-02 11:05:57,submission,a-to-zecora,ATTRACTION,Correct!
singles,2020-02-02 11:05:57,solve,a-to-zecora,,
pwnied,2020-02-02 11:06:08,submission,a-to-zecora,CUTIE,Wrong Answer.
pwnied,2020-02-02 11:06:11,submission,a-to-zecora,CASTLE,Wrong Answer.
wilson,2020-02-02 11:06:12,submission,art-of-the-dress,CHOMOLONGMA,Wrong Answer.
pwnied,2020-02-02 11:06:13,submission,a-to-zecora,BLOOM,Wrong Answer.
pwnied,2020-02-02 11:06:15,submission,a-to-zecora,PRINCESS,Wrong Answer.
pwnied,2020-02-02 11:06:17,submission,a-to-zecora,PARTY,Wrong Answer.
pwnied,2020-02-02 11:06:18,submission,a-to-zecora,AMENDING,Wrong Answer.
pwnied,2020-02-02 11:06:20,submission,a-to-zecora,SCARE,Wrong Answer.
pwnied,2020-02-02 11:06:27,submission,anthropology,CUTIE,Wrong Answer.
pwnied,2020-02-02 11:06:29,submission,anthropology,CASTLE,Wrong Answer.
pwnied,2020-02-02 11:06:31,submission,anthropology,BLOOM,Wrong Answer.
pwnied,2020-02-02 11:06:33,submission,anthropology,PRINCESS,Wrong Answer.
pwnied,2020-02-02 11:06:34,submission,anthropology,PARTY,Wrong Answer.
pwnied,2020-02-02 11:06:35,submission,anthropology,AMENDING,Wrong Answer.
pwnied,2020-02-02 11:06:37,submission,anthropology,SCARE,Wrong Answer.
joyousvida,2020-02-02 11:06:57,submission,recommendations,BLUEHEDGEHOG,Wrong Answer.
joyousvida,2020-02-02 11:07:09,submission,recommendations,BLUEHEDGEHOGFIVE,What notable blue hedgehog has a five letter name?
EricBerlin,2020-02-02 11:07:12,submission,flying-high,CARAFE,Wrong Answer.
joyousvida,2020-02-02 11:07:12,submission,recommendations,SONIC,Correct!
joyousvida,2020-02-02 11:07:12,solve,recommendations,,
pwnied,2020-02-02 11:07:15,submission,anthropology,CRUSADERS,Wrong Answer.
pwnied,2020-02-02 11:07:16,submission,anthropology,TANKS,Wrong Answer.
pwnied,2020-02-02 11:07:32,submission,anthropology,SLICE,Wrong Answer.
thegostak,2020-02-02 11:07:40,submission,flying-high,125OUT,Wrong Answer.
pwnied,2020-02-02 11:07:41,submission,a-to-zecora,CRUSADERS,Wrong Answer.
pwnied,2020-02-02 11:07:43,submission,a-to-zecora,TANKS,Wrong Answer.
pwnied,2020-02-02 11:07:44,submission,a-to-zecora,SLICE,Wrong Answer.
tfti,2020-02-02 11:07:47,submission,art-of-the-dress,GREENBOOTS,Correct!
tfti,2020-02-02 11:07:47,solve,art-of-the-dress,,
twishy,2020-02-02 11:07:52,submission,art-of-the-dress,PANTONE,Keep going!
bmf,2020-02-02 11:09:12,submission,the-key-is-going-slow-and-steady,FABULOUS,Wrong Answer.
bmf,2020-02-02 11:09:16,submission,flying-high,FABULOUS,Wrong Answer.
Dora,2020-02-02 11:09:22,submission,the-key-is-going-slow-and-steady,PETSLEFT,Keep going!
TeamNameUsername,2020-02-02 11:10:02,submission,flying-high,125OFT,Wrong Answer.
TeamNameUsername,2020-02-02 11:10:14,submission,flying-high,1250FT,Almost there! What's something that's 1250 ft?
friendship,2020-02-02 11:10:20,submission,the-key-is-going-slow-and-steady,CONTAINERPARK,Wrong Answer.
thegostak,2020-02-02 11:10:31,submission,flying-high,1250FT,Almost there! What's something that's 1250 ft?
trundle,2020-02-02 11:10:34,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
theology,2020-02-02 11:10:45,submission,imperial-geography,SINGAPORE,Wrong Answer.
corgiparty,2020-02-02 11:10:48,unlock,art-of-the-dress,,
corgiparty,2020-02-02 11:10:48,unlock,not-quite-a-polka,,
corgiparty,2020-02-02 11:10:48,unlock,applejacks-game,,
corgiparty,2020-02-02 11:10:48,unlock,its-a-long-story,,
corgiparty,2020-02-02 11:10:48,unlock,the-key-is-going-slow-and-steady,,
corgiparty,2020-02-02 11:10:48,unlock,flying-high,,
catfaceemoji,2020-02-02 11:11:05,submission,recommendations,FINDNEXTLYRICS,Keep going!
thegostak,2020-02-02 11:11:16,submission,flying-high,EMPIRESTATEBUILDING,Correct!
thegostak,2020-02-02 11:11:16,solve,flying-high,,
TeamNameUsername,2020-02-02 11:11:31,submission,flying-high,EMPIRESTATEBUILDING,Correct!
TeamNameUsername,2020-02-02 11:11:31,solve,flying-high,,
TeamNameUsername,2020-02-02 11:11:31,unlock,equestrian-tour,,
Area51,2020-02-02 11:12:44,submission,art-of-the-dress,RARITYINVESTIGATES,Wrong Answer.
17thshardteam,2020-02-02 11:13:09,submission,recommendations,SONIC,Correct!
17thshardteam,2020-02-02 11:13:09,solve,recommendations,,
chbs,2020-02-02 11:14:39,submission,flying-high,CASTLE,Wrong Answer.
pluru,2020-02-02 11:14:54,submission,elements-war,HARMONIOUSRAINBOW,Correct! You've finished the hunt. Refresh the page to get a new link.
pluru,2020-02-02 11:14:54,solve,elements-war,,
wilson,2020-02-02 11:15:01,submission,art-of-the-dress,SOUTHCOL,Wrong Answer.
wilson,2020-02-02 11:15:11,submission,art-of-the-dress,NORTHCOL,Wrong Answer.
bmf,2020-02-02 11:15:48,submission,flying-high,NEVADASTATERAILROAD,Wrong Answer.
bmf,2020-02-02 11:15:57,submission,the-key-is-going-slow-and-steady,NEVADASTATERAILROAD,Wrong Answer.
WyldStallyns,2020-02-02 11:16:30,submission,imperial-geography,OSPREY,Wrong Answer.
pwnied,2020-02-02 11:16:37,submission,a-to-zecora,GAUNTLET,Wrong Answer.
Kevin,2020-02-02 11:16:37,submission,endgame,BRINGBACKELEMENTSBYPULLINGATIMEHEIST,Correct! Refresh the page to get a new link.
Kevin,2020-02-02 11:16:37,solve,endgame,,
Kevin,2020-02-02 11:16:37,unlock,elements-war,,
pwnied,2020-02-02 11:16:43,submission,anthropology,GAUNTLET,Correct!
pwnied,2020-02-02 11:16:43,solve,anthropology,,
WyldStallyns,2020-02-02 11:17:04,submission,imperial-geography,TYPHOON,Wrong Answer.
smrtSeattle,2020-02-02 11:17:18,submission,flying-high,CARSON,Wrong Answer.
bmf,2020-02-02 11:17:34,submission,flying-high,PARADISE,Wrong Answer.
pwnied,2020-02-02 11:17:36,submission,a-to-zecora,LIFE,Wrong Answer.
bmf,2020-02-02 11:17:39,submission,the-key-is-going-slow-and-steady,PARADISE,Wrong Answer.
trundle,2020-02-02 11:17:52,submission,art-of-the-dress,GREENBOOTS,Correct!
trundle,2020-02-02 11:17:52,solve,art-of-the-dress,,
urgent,2020-02-02 11:18:45,submission,recommendations,PONYVILLEFMCOM,"Almost there! Unfortunately, PonyvilleFM is having some site issues right now. Please visit ponyvillelive.com instead"
pwnied,2020-02-02 11:18:48,submission,a-to-zecora,APPLEOOSA,Wrong Answer.
pwnied,2020-02-02 11:18:57,submission,a-to-zecora,LOST,Wrong Answer.
WyldStallyns,2020-02-02 11:18:57,submission,imperial-geography,HURRICANE,Correct!
WyldStallyns,2020-02-02 11:18:57,solve,imperial-geography,,
urgent,2020-02-02 11:19:05,submission,recommendations,PONYVILLELIVECOM,Wrong Answer.
bridge,2020-02-02 11:19:08,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
pwnied,2020-02-02 11:19:14,submission,a-to-zecora,CANTERLOT,Wrong Answer.
pwnied,2020-02-02 11:19:20,submission,a-to-zecora,RARITY,Wrong Answer.
pwnied,2020-02-02 11:19:38,submission,a-to-zecora,CRUSADER,Wrong Answer.
bmf,2020-02-02 11:19:46,submission,flying-high,EMPIRESTATEBUILDING,Correct!
bmf,2020-02-02 11:19:46,solve,flying-high,,
pwnied,2020-02-02 11:19:50,submission,a-to-zecora,BROTHERHOOVES,Wrong Answer.
pwnied,2020-02-02 11:19:55,submission,a-to-zecora,MADE,Wrong Answer.
pwnied,2020-02-02 11:20:12,submission,a-to-zecora,MANE,Wrong Answer.
puzzkill,2020-02-02 11:20:16,submission,the-key-is-going-slow-and-steady,VANZETTI,Wrong Answer.
pwnied,2020-02-02 11:20:19,submission,a-to-zecora,ATTRACTION,Correct!
pwnied,2020-02-02 11:20:19,solve,a-to-zecora,,
sheldrake,2020-02-02 11:20:42,submission,flying-high,CARPED,Wrong Answer.
sean,2020-02-02 11:21:08,submission,its-a-long-story,THREEWAYTIE,Wrong Answer.
Fimtg,2020-02-02 11:21:09,submission,the-key-is-going-slow-and-steady,5PETSLEFT,Wrong Answer.
Lesgaulois,2020-02-02 11:21:12,submission,its-a-long-story,BALTIMORECONVENTIONCENTER,Correct!
Lesgaulois,2020-02-02 11:21:12,solve,its-a-long-story,,
sheldrake,2020-02-02 11:21:30,submission,flying-high,CARROL,Wrong Answer.
sheldrake,2020-02-02 11:21:36,submission,flying-high,CARRAS,Wrong Answer.
pwnied,2020-02-02 11:21:40,submission,seasoned-traveler,THERETURNOFNIGHTMAREMOON,Correct!
pwnied,2020-02-02 11:21:40,solve,seasoned-traveler,,
pwnied,2020-02-02 11:21:40,unlock,endgame,,
chicken,2020-02-02 11:21:45,submission,a-to-zecora,ATTRACTION,Correct!
chicken,2020-02-02 11:21:45,solve,a-to-zecora,,
chicken,2020-02-02 11:21:52,submission,recommendations,SONIC,Correct!
chicken,2020-02-02 11:21:52,solve,recommendations,,
bmf,2020-02-02 11:22:00,submission,the-key-is-going-slow-and-steady,GAMBLING,Wrong Answer.
bmf,2020-02-02 11:22:42,submission,the-key-is-going-slow-and-steady,BELLAGIO,Wrong Answer.
bmf,2020-02-02 11:23:11,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
bmf,2020-02-02 11:23:11,solve,the-key-is-going-slow-and-steady,,
urgent,2020-02-02 11:24:24,submission,recommendations,BLUEHEDGEHOGFIVEWITHPAREM,"It's just ""Blue Hedgehog (Five)"". We're not really DJing a show."
urgent,2020-02-02 11:24:30,submission,recommendations,BLUEHEDGEHOGFIVE,What notable blue hedgehog has a five letter name?
urgent,2020-02-02 11:24:33,submission,recommendations,SONIC,Correct!
urgent,2020-02-02 11:24:33,solve,recommendations,,
hfu,2020-02-02 11:25:26,submission,its-a-long-story,BALTIMORECONVENTIONCENTER,Correct!
hfu,2020-02-02 11:25:26,solve,its-a-long-story,,
toaster,2020-02-02 11:25:28,submission,the-key-is-going-slow-and-steady,RAVING,Wrong Answer.
Team-Team-Team-Team-Team,2020-02-02 11:27:49,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
TeamNameUsername,2020-02-02 11:28:34,submission,the-key-is-going-slow-and-steady,RAVENS,Wrong Answer.
TeamNameUsername,2020-02-02 11:28:37,submission,the-key-is-going-slow-and-steady,RAVEN,Wrong Answer.
toaster,2020-02-02 11:28:44,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
toaster,2020-02-02 11:28:44,solve,the-key-is-going-slow-and-steady,,
toaster,2020-02-02 11:28:44,unlock,equestrian-tour,,
puzzkill,2020-02-02 11:29:16,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
puzzkill,2020-02-02 11:29:16,solve,the-key-is-going-slow-and-steady,,
puzzkill,2020-02-02 11:29:16,unlock,equestrian-tour,,
catfaceemoji,2020-02-02 11:29:29,submission,recommendations,BLUEHEDGEHOGFIVE,What notable blue hedgehog has a five letter name?
catfaceemoji,2020-02-02 11:29:32,submission,recommendations,SONIC,Correct!
catfaceemoji,2020-02-02 11:29:32,solve,recommendations,,
catfaceemoji,2020-02-02 11:29:32,unlock,seasoned-traveler,,
TeamNameUsername,2020-02-02 11:31:08,submission,the-key-is-going-slow-and-steady,ORIOLES,Wrong Answer.
squirreltrap,2020-02-02 11:31:25,submission,art-of-the-dress,PANTONE,Keep going!
chicken,2020-02-02 11:31:34,submission,elements-war,ONIUWHRASMOARINBO,Wrong Answer.
bridge,2020-02-02 11:31:35,submission,its-a-long-story,GREENBOOTS,Wrong Answer.
KPaNE2,2020-02-02 11:31:41,submission,flying-high,CARROT,Wrong Answer.
bridge,2020-02-02 11:31:45,submission,art-of-the-dress,GREENBOOTS,Correct!
bridge,2020-02-02 11:31:45,solve,art-of-the-dress,,
bridge,2020-02-02 11:31:45,unlock,equestrian-tour,,
KPaNE2,2020-02-02 11:31:47,submission,flying-high,CARBOT,Wrong Answer.
KPaNE2,2020-02-02 11:31:55,submission,flying-high,CARBON,Wrong Answer.
Team-Team-Team-Team-Team,2020-02-02 11:32:48,submission,art-of-the-dress,GREENBOOTS,Correct!
Team-Team-Team-Team-Team,2020-02-02 11:32:48,solve,art-of-the-dress,,
theology,2020-02-02 11:32:57,submission,imperial-geography,HURRICANE,Correct!
theology,2020-02-02 11:32:57,solve,imperial-geography,,
theology,2020-02-02 11:32:57,unlock,seasoned-traveler,,
chicken,2020-02-02 11:33:04,submission,elements-war,HARMONIOUSRAINBOW,Correct! You've finished the hunt. Refresh the page to get a new link.
chicken,2020-02-02 11:33:04,solve,elements-war,,
teameagletime,2020-02-02 11:33:11,submission,number-hunting,RONINRACCOONSANDAYU,Wrong Answer.
babyotters,2020-02-02 11:33:16,submission,not-quite-a-polka,MOTHTOAFLAME,Wrong Answer.
chbs,2020-02-02 11:33:24,submission,flying-high,CANYON,Wrong Answer.
oztuzzler,2020-02-02 11:35:23,submission,imperial-geography,SEAHAWK,Wrong Answer.
YayAway,2020-02-02 11:35:27,submission,the-key-is-going-slow-and-steady,HELP,Wrong Answer.
electricpony,2020-02-02 11:35:31,submission,the-key-is-going-slow-and-steady,TORTOISE,Wrong Answer.
oztuzzler,2020-02-02 11:35:37,submission,imperial-geography,SPITFIRE,Wrong Answer.
oztuzzler,2020-02-02 11:35:46,submission,imperial-geography,HAWKERHART,Wrong Answer.
KPaNE2,2020-02-02 11:35:50,submission,flying-high,CARLOT,Wrong Answer.
KPaNE2,2020-02-02 11:35:53,submission,flying-high,CARTON,Wrong Answer.
oztuzzler,2020-02-02 11:35:54,submission,imperial-geography,HAWKERHURRICANE,Wrong Answer.
oztuzzler,2020-02-02 11:35:56,submission,imperial-geography,HURRICANE,Correct!
oztuzzler,2020-02-02 11:35:56,solve,imperial-geography,,
puzzledog,2020-02-02 11:37:00,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
puzzledog,2020-02-02 11:37:00,solve,the-key-is-going-slow-and-steady,,
squirreltrap,2020-02-02 11:37:58,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
spinytoons,2020-02-02 11:38:47,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
spinytoons,2020-02-02 11:38:47,solve,the-key-is-going-slow-and-steady,,
spinytoons,2020-02-02 11:38:47,unlock,equestrian-tour,,
anotherdayanotherpuzzle,2020-02-02 11:38:57,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
KOKirin,2020-02-02 11:40:36,submission,the-key-is-going-slow-and-steady,EHACUXNI,Wrong Answer.
YayAway,2020-02-02 11:40:39,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
YayAway,2020-02-02 11:40:39,solve,the-key-is-going-slow-and-steady,,
KOKirin,2020-02-02 11:41:05,submission,the-key-is-going-slow-and-steady,KANGAROO,Wrong Answer.
squirreltrap,2020-02-02 11:41:31,submission,art-of-the-dress,GREENBOOTS,Correct!
squirreltrap,2020-02-02 11:41:31,solve,art-of-the-dress,,
garidan,2020-02-02 11:42:11,submission,flying-high,EMPIRESTATEBUILDING,Correct!
garidan,2020-02-02 11:42:11,solve,flying-high,,
garidan,2020-02-02 11:42:11,unlock,equestrian-tour,,
17thshardteam,2020-02-02 11:43:15,submission,a-to-zecora,MEMORIES,Wrong Answer.
onetrickpony,2020-02-02 11:43:21,submission,endgame,BRINGBACKELEMENTSBYPULLINGATIMEHEIST,Correct! Refresh the page to get a new link.
onetrickpony,2020-02-02 11:43:21,solve,endgame,,
onetrickpony,2020-02-02 11:43:21,unlock,elements-war,,
17thshardteam,2020-02-02 11:43:23,submission,a-to-zecora,TREASURE,Wrong Answer.
17thshardteam,2020-02-02 11:43:27,submission,a-to-zecora,LOSTTREASURE,Wrong Answer.
17thshardteam,2020-02-02 11:43:31,submission,a-to-zecora,GRIFFONSTONE,Wrong Answer.
17thshardteam,2020-02-02 11:43:37,submission,a-to-zecora,AMENDING,Wrong Answer.
baguettesmagiques,2020-02-02 11:43:46,submission,applejacks-game,LONGBRANCHSALOON,Correct!
baguettesmagiques,2020-02-02 11:43:46,solve,applejacks-game,,
baguettesmagiques,2020-02-02 11:43:46,unlock,equestrian-tour,,
17thshardteam,2020-02-02 11:43:47,submission,a-to-zecora,BOUTIQUE,Wrong Answer.
17thshardteam,2020-02-02 11:43:52,submission,a-to-zecora,INVESTIGATES,Wrong Answer.
17thshardteam,2020-02-02 11:43:54,submission,a-to-zecora,INVESTIGATE,Wrong Answer.
17thshardteam,2020-02-02 11:44:01,submission,a-to-zecora,CRUSADERS,Wrong Answer.
17thshardteam,2020-02-02 11:44:07,submission,a-to-zecora,HEARTHBREAKERS,Wrong Answer.
17thshardteam,2020-02-02 11:44:12,submission,a-to-zecora,ATTRACTION,Correct!
17thshardteam,2020-02-02 11:44:12,solve,a-to-zecora,,
babyotters,2020-02-02 11:44:28,submission,not-quite-a-polka,MAIDOFTHEMIST,Correct!
babyotters,2020-02-02 11:44:28,solve,not-quite-a-polka,,
smrtSeattle,2020-02-02 11:44:33,submission,flying-high,CARSONDALE,Wrong Answer.
firegate,2020-02-02 11:45:59,submission,flying-high,ALLADIN,Wrong Answer.
firegate,2020-02-02 11:46:18,submission,flying-high,ALADDIN,Wrong Answer.
baronies,2020-02-02 11:47:20,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
teameagletime,2020-02-02 11:48:21,submission,number-hunting,TRIHEADDUSTDRAGON,Wrong Answer.
bmf,2020-02-02 11:49:04,submission,elements-war,HARMONIOUSNESSINBOND,Wrong Answer.
fury,2020-02-02 11:49:47,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
fury,2020-02-02 11:49:47,solve,the-key-is-going-slow-and-steady,,
ducksoup,2020-02-02 11:50:15,submission,number-hunting,PERFECT,Correct!
ducksoup,2020-02-02 11:50:15,solve,number-hunting,,
hellmans,2020-02-02 11:50:23,submission,imperial-geography,HURRICANE,Correct!
hellmans,2020-02-02 11:50:23,solve,imperial-geography,,
KOKirin,2020-02-02 11:50:28,submission,the-key-is-going-slow-and-steady,CADENCE,Wrong Answer.
teameagletime,2020-02-02 11:50:34,submission,number-hunting,PERFECT,Correct!
teameagletime,2020-02-02 11:50:34,solve,number-hunting,,
teameagletime,2020-02-02 11:50:34,unlock,a-to-zecora,,
bmf,2020-02-02 11:50:42,submission,elements-war,HARMONIUNESSINBOND,Wrong Answer.
KOKirin,2020-02-02 11:50:50,submission,the-key-is-going-slow-and-steady,CHRYSALIS,Wrong Answer.
bmf,2020-02-02 11:50:50,submission,elements-war,HARMONIESINBOND,Wrong Answer.
bmf,2020-02-02 11:51:25,submission,elements-war,HARMONINEUSSINBOND,Wrong Answer.
KOKirin,2020-02-02 11:51:25,submission,the-key-is-going-slow-and-steady,CADANCE,Wrong Answer.
hydra,2020-02-02 11:52:23,submission,the-key-is-going-slow-and-steady,PETSLEFT,Keep going!
bmf,2020-02-02 11:53:54,submission,elements-war,HARMONINEUSRAINBOND,Wrong Answer.
bmf,2020-02-02 11:54:01,submission,elements-war,HARMONIOUSRAINBOND,Wrong Answer.
bmf,2020-02-02 11:54:06,submission,elements-war,HARMONIUSRAINBOW,Wrong Answer.
bmf,2020-02-02 11:54:46,submission,elements-war,HARMONIOUSRAINBOW,Correct! You've finished the hunt. Refresh the page to get a new link.
bmf,2020-02-02 11:54:46,solve,elements-war,,
codiak,2020-02-02 11:55:34,submission,the-key-is-going-slow-and-steady,VIRGINIA,Wrong Answer.
baronies,2020-02-02 11:56:17,submission,art-of-the-dress,GREENBOOTS,Correct!
baronies,2020-02-02 11:56:17,solve,art-of-the-dress,,
pppppp,2020-02-02 11:56:36,submission,recommendations,FIVENEWPLAYERS,Wrong Answer.
pppppp,2020-02-02 11:56:40,submission,recommendations,FINDNEWPLAYERS,Wrong Answer.
pppppp,2020-02-02 11:56:49,submission,recommendations,FIVENEWLEVELS,Wrong Answer.
pppppp,2020-02-02 11:57:09,submission,recommendations,FINDNEWLYRICS,Wrong Answer.
KOKirin,2020-02-02 11:57:42,submission,the-key-is-going-slow-and-steady,SNSOWCPK,Wrong Answer.
upperteam,2020-02-02 11:58:41,submission,anthropology,GAUNTLET,Correct!
upperteam,2020-02-02 11:58:41,solve,anthropology,,
coolpuzzlers,2020-02-02 11:58:52,submission,equestrian-tour,PLACEBIGGERONTHEINSIDE,Almost there! What's a place bigger on the inside?
coolpuzzlers,2020-02-02 11:59:18,submission,equestrian-tour,TARDIS,Correct!
coolpuzzlers,2020-02-02 11:59:18,solve,equestrian-tour,,
coolpuzzlers,2020-02-02 11:59:18,unlock,cross-eyed,,
coolpuzzlers,2020-02-02 11:59:18,unlock,imperial-geography,,
coolpuzzlers,2020-02-02 11:59:18,unlock,number-hunting,,
coolpuzzlers,2020-02-02 11:59:18,unlock,recommendations,,
spinytoons,2020-02-02 12:01:08,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
fireextinguisher,2020-02-02 12:05:27,submission,the-key-is-going-slow-and-steady,GROUNDED,Wrong Answer.
anotherdayanotherpuzzle,2020-02-02 12:05:47,submission,art-of-the-dress,GREENBOOTS,Correct!
anotherdayanotherpuzzle,2020-02-02 12:05:47,solve,art-of-the-dress,,
TeamNameUsername,2020-02-02 12:06:28,submission,equestrian-tour,TARDIS,Correct!
TeamNameUsername,2020-02-02 12:06:28,solve,equestrian-tour,,
TeamNameUsername,2020-02-02 12:06:28,unlock,cross-eyed,,
TeamNameUsername,2020-02-02 12:06:28,unlock,imperial-geography,,
TeamNameUsername,2020-02-02 12:06:28,unlock,number-hunting,,
TeamNameUsername,2020-02-02 12:06:28,unlock,recommendations,,
codiak,2020-02-02 12:08:11,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
codiak,2020-02-02 12:08:11,solve,the-key-is-going-slow-and-steady,,
oztuzzler,2020-02-02 12:09:22,submission,cross-eyed,PRESCRIPTION,Wrong Answer.
idontknow,2020-02-02 12:09:30,submission,recommendations,FORMIDABLENESS,Wrong Answer.
idontknow,2020-02-02 12:09:53,submission,recommendations,FAVOURABLENESS,Wrong Answer.
oztuzzler,2020-02-02 12:10:01,submission,cross-eyed,SPLITVISION,Wrong Answer.
oztuzzler,2020-02-02 12:10:03,submission,cross-eyed,SHARPVISION,Wrong Answer.
oztuzzler,2020-02-02 12:10:10,submission,cross-eyed,PENTAVISION,Wrong Answer.
oztuzzler,2020-02-02 12:10:19,submission,cross-eyed,DESCRIPTION,Wrong Answer.
oztuzzler,2020-02-02 12:10:21,submission,cross-eyed,INSPIRATION,Correct!
oztuzzler,2020-02-02 12:10:21,solve,cross-eyed,,
oztuzzler,2020-02-02 12:10:21,unlock,seasoned-traveler,,
